All calculations,GG_01,GG_02,PQ_Meas_GG01_11kV,PQ_Meas_GG02_11kV,PQ_Meas_RL01_11kV,PQ_Meas_RL02_11kV,PQ_Meas_WF_11kV,PQ_Meas_ESS_TR_11kV,PQ_Meas_LV_Load_11kV,PQ_Meas_WT1_33kV,PQ_Meas_WT2_33kV,PQ_Meas_WT3_33kV,GG_01
-0.068878,0.999880,0.999913,17.426823,17.075507,44.556247,0.000000,11.607322,-0.731864,0.821542,3.962281,3.897873,3.928124,1.008088
-0.068138,0.999877,0.999911,17.421054,17.092655,44.563384,0.000000,11.605612,-0.734260,0.821677,3.957101,3.889539,3.932346,1.008183
-0.067465,0.999874,0.999910,17.410837,17.106840,44.569951,0.000000,11.596341,-0.722252,0.821815,3.959795,3.892834,3.923858,1.008117
-0.066806,0.999871,0.999908,17.389191,17.105176,44.570563,0.000000,11.588558,-0.690491,0.821869,3.949617,3.885803,3.922584,1.007861
-0.066114,0.999869,0.999906,17.361806,17.125557,44.569941,0.000000,11.586942,-0.682529,0.821835,3.955819,3.894323,3.930603,1.008094
-0.065377,0.999866,0.999904,17.322071,17.132229,44.566696,0.000000,11.616013,-0.681868,0.821749,3.958221,3.899436,3.935779,1.008008
-0.064725,0.999863,0.999902,17.303422,17.162494,44.574074,0.000000,11.613554,-0.683524,0.821872,3.953301,3.895324,3.944394,1.008225
-0.064040,0.999861,0.999900,17.283395,17.182264,44.574690,0.000000,11.596622,-0.665700,0.821892,3.951320,3.898375,3.937258,1.008117
-0.063335,0.999859,0.999898,17.263247,17.185699,44.584314,0.000000,11.596501,-0.639024,0.822109,3.942953,3.892260,3.930114,1.008086
-0.062660,0.999856,0.999895,17.236680,17.199697,44.585963,0.000000,11.608020,-0.636320,0.822114,3.953513,3.909262,3.945278,1.008301
-0.061938,0.999854,0.999893,17.211301,17.206468,44.590938,0.000000,11.631981,-0.636629,0.822183,3.953544,3.908115,3.937443,1.008425
-0.061261,0.999852,0.999891,17.205503,17.220279,44.599157,0.000000,11.631499,-0.635787,0.822337,3.952698,3.910404,3.948783,1.008503
-0.060566,0.999850,0.999889,17.213964,17.224942,44.611251,0.000000,11.609871,-0.614910,0.822617,3.947280,3.906681,3.940999,1.008471
-0.059887,0.999848,0.999887,17.194017,17.214041,44.594603,0.000000,11.601848,-0.593017,0.822287,3.941442,3.904177,3.932095,1.008249
-0.059217,0.999846,0.999885,17.193013,17.202763,44.612679,0.000000,11.630466,-0.590938,0.822625,3.955420,3.922034,3.949808,1.008534
-0.058520,0.999843,0.999882,17.185678,17.193636,44.600648,0.000000,11.639887,-0.596187,0.822366,3.951735,3.917562,3.939989,1.008471
-0.057788,0.999841,0.999880,17.198256,17.189687,44.608506,0.000000,11.640097,-0.597034,0.822500,3.956726,3.922639,3.945306,1.008583
-0.057141,0.999839,0.999878,17.215585,17.172555,44.617564,0.000000,11.625744,-0.573619,0.822701,3.951901,3.918243,3.941277,1.008558
-0.056468,0.999837,0.999876,17.229993,17.145819,44.608404,0.000000,11.610654,-0.555498,0.822563,3.943733,3.914652,3.930792,1.008298
-0.055761,0.999835,0.999874,17.236747,17.129496,44.627812,0.000000,11.636825,-0.552388,0.822869,3.955013,3.927380,3.944940,1.008904
-0.055064,0.999832,0.999872,17.249452,17.107019,44.618534,0.000000,11.645500,-0.560746,0.822691,3.953206,3.924266,3.939358,1.008702
-0.054361,0.999830,0.999871,17.280015,17.099213,44.646353,0.000000,11.650940,-0.560597,0.823218,3.962349,3.932590,3.942078,1.009112
-0.053732,0.999828,0.999869,17.290609,17.066179,44.638464,0.000000,11.638227,-0.533441,0.823111,3.953224,3.924059,3.935471,1.008669
-0.053059,0.999825,0.999867,17.303163,17.049221,44.622728,0.000000,11.612761,-0.519590,0.822827,3.947578,3.922741,3.929982,1.008512
-0.052324,0.999823,0.999866,17.305363,17.030496,44.644424,0.000000,11.648539,-0.516780,0.823194,3.957246,3.931408,3.944708,1.008975
-0.051664,0.999820,0.999864,17.309706,17.024794,44.630792,0.000000,11.647174,-0.527960,0.822922,3.951855,3.924852,3.936836,1.008834
-0.050979,0.999818,0.999863,17.318231,17.027204,44.645195,0.000000,11.649849,-0.526915,0.823173,3.964766,3.936134,3.943732,1.009066
-0.050316,0.999815,0.999861,17.319431,17.006341,44.651114,0.000000,11.645799,-0.497115,0.823342,3.955915,3.927919,3.937985,1.008780
-0.049603,0.999813,0.999860,17.311302,17.010834,44.631834,0.000000,11.620104,-0.487433,0.822973,3.949316,3.925767,3.932951,1.008699
-0.048885,0.999810,0.999858,17.299631,17.015216,44.658586,0.000000,11.652280,-0.485103,0.823438,3.957155,3.931759,3.945372,1.009249
-0.048246,0.999808,0.999856,17.290168,17.028665,44.649422,0.000000,11.650282,-0.496426,0.823267,3.953224,3.926570,3.945379,1.009059
-0.047551,0.999805,0.999855,17.291222,17.048945,44.672199,0.000000,11.644189,-0.488449,0.823709,3.953879,3.925894,3.938382,1.009328
-0.046876,0.999803,0.999853,17.268227,17.047798,44.665360,0.000000,11.633272,-0.460322,0.823616,3.950796,3.923582,3.941478,1.008954
-0.046197,0.999801,0.999851,17.247601,17.066073,44.657891,0.000000,11.623385,-0.455694,0.823474,3.950583,3.925262,3.940263,1.008971
-0.045478,0.999798,0.999850,17.208458,17.077859,44.661126,0.000000,11.653471,-0.455177,0.823485,3.953939,3.927143,3.947999,1.009155
-0.044836,0.999796,0.999848,17.194673,17.106773,44.660938,0.000000,11.646935,-0.463965,0.823478,3.951567,3.924102,3.950831,1.009190
-0.044120,0.999794,0.999846,17.183190,17.129633,44.665768,0.000000,11.628405,-0.451878,0.823582,3.944229,3.915433,3.941568,1.009146
-0.043386,0.999792,0.999844,17.159850,17.136391,44.665931,0.000000,11.622054,-0.428761,0.823602,3.944683,3.917499,3.944400,1.009022
-0.042714,0.999790,0.999842,17.143589,17.151558,44.670108,0.000000,11.626359,-0.427718,0.823680,3.949388,3.923621,3.948104,1.009193
-0.041963,0.999788,0.999840,17.116149,17.160400,44.673188,0.000000,11.650106,-0.429771,0.823696,3.951222,3.923096,3.943624,1.009361
-0.041277,0.999786,0.999838,17.116767,17.177693,44.686193,0.000000,11.647976,-0.432297,0.823946,3.950163,3.922473,3.956526,1.009527
-0.040625,0.999784,0.999836,17.126961,17.182476,44.691626,0.000000,11.623790,-0.417494,0.824107,3.944321,3.917928,3.945645,1.009342
-0.039887,0.999782,0.999834,17.107821,17.172754,44.672663,0.000000,11.614459,-0.398638,0.823733,3.939486,3.914866,3.938612,1.009089
-0.039184,0.999780,0.999831,17.105260,17.161955,44.688711,0.000000,11.644882,-0.399359,0.824026,3.952097,3.929659,3.953973,1.009370
-0.038464,0.999779,0.999829,17.101343,17.155635,44.678147,0.000000,11.652281,-0.407314,0.823798,3.949860,3.928361,3.947301,1.009343
-0.037765,0.999777,0.999827,17.112167,17.151815,44.687037,0.000000,11.654690,-0.407686,0.823950,3.952970,3.931521,3.949193,1.009480
-0.037117,0.999775,0.999826,17.133410,17.133313,44.694557,0.000000,11.639554,-0.387579,0.824141,3.948045,3.928251,3.948231,1.009354
-0.036405,0.999773,0.999824,17.139257,17.111704,44.683022,0.000000,11.630162,-0.374181,0.823919,3.946013,3.932149,3.943745,1.009275
-0.035686,0.999771,0.999822,17.147808,17.090087,44.697622,0.000000,11.658707,-0.374814,0.824166,3.952078,3.939748,3.951670,1.009604
-0.035047,0.999769,0.999820,17.159781,17.073088,44.691383,0.000000,11.667278,-0.384726,0.824038,3.952248,3.940658,3.953002,1.009528
-0.034340,0.999767,0.999818,17.186281,17.063219,44.716019,0.000000,11.675202,-0.384176,0.824507,3.958988,3.947690,3.947395,1.009850
-0.033668,0.999765,0.999817,17.199583,17.030767,44.706845,0.000000,11.660501,-0.359615,0.824390,3.949453,3.942302,3.945873,1.009380
-0.032914,0.999762,0.999815,17.207907,17.018592,44.698789,0.000000,11.646785,-0.350276,0.824220,3.950824,3.945760,3.945676,1.009510
-0.032176,0.999760,0.999814,17.205184,16.994349,44.704142,0.000000,11.681856,-0.352950,0.824297,3.955245,3.951844,3.950379,1.009564
-0.031520,0.999758,0.999812,17.212605,16.997017,44.695020,0.000000,11.674434,-0.364932,0.824104,3.952177,3.946487,3.958061,1.009566
-0.030850,0.999756,0.999811,17.219572,16.993808,44.717689,0.000000,11.687240,-0.358408,0.824523,3.969475,3.964029,3.954985,1.009822
-0.030115,0.999753,0.999809,17.216127,16.974678,44.703961,0.000000,11.668088,-0.330607,0.824326,3.945592,3.941884,3.938327,1.009304
-0.029415,0.999751,0.999808,17.211885,16.987388,44.706630,0.000000,11.660861,-0.329157,0.824347,3.954612,3.955057,3.954571,1.009690
-0.028733,0.999749,0.999806,17.195930,16.987188,44.717939,0.000000,11.689530,-0.330174,0.824535,3.956230,3.952518,3.950510,1.009870
-0.028062,0.999747,0.999805,17.189368,17.005353,44.705277,0.000000,11.678929,-0.344075,0.824299,3.952361,3.947675,3.958348,1.009634
-0.027360,0.999745,0.999803,17.195194,17.022980,44.745181,0.000000,11.679799,-0.327711,0.825080,3.962010,3.956107,3.958463,1.010107
-0.026665,0.999743,0.999802,17.159257,17.020660,44.705161,0.000000,11.655594,-0.306005,0.824344,3.943879,3.938426,3.941709,1.009327
-0.025926,0.999741,0.999800,17.141855,17.042845,44.722848,0.000000,11.668694,-0.305890,0.824656,3.953707,3.948669,3.956619,1.009812
-0.025253,0.999739,0.999798,17.110659,17.054248,44.714107,0.000000,11.684076,-0.310404,0.824471,3.954687,3.948756,3.958901,1.009680
-0.024543,0.999737,0.999796,17.098390,17.085291,44.714531,0.000000,11.671213,-0.315900,0.824463,3.945910,3.936464,3.951529,1.009776
-0.023867,0.999735,0.999795,17.092517,17.103246,44.730844,0.000000,11.657739,-0.297856,0.824803,3.950023,3.940588,3.959106,1.009841
-0.023142,0.999733,0.999793,17.069386,17.109336,44.720017,0.000000,11.648491,-0.282579,0.824615,3.946060,3.936695,3.952413,1.009622
-0.022461,0.999731,0.999791,17.044356,17.123462,44.726745,0.000000,11.667155,-0.283533,0.824695,3.951334,3.944341,3.957283,1.009966
-0.021721,0.999730,0.999789,17.033753,17.134396,44.728748,0.000000,11.678972,-0.293641,0.824732,3.952462,3.941914,3.962753,1.009968
-0.021063,0.999728,0.999787,17.035443,17.146579,44.735379,0.000000,11.668478,-0.290249,0.824872,3.947698,3.938703,3.957673,1.009962
-0.020341,0.999727,0.999785,17.040395,17.147326,44.739760,0.000000,11.647050,-0.270017,0.824994,3.938507,3.929338,3.946722,1.009859
-0.019641,0.999725,0.999783,17.030000,17.138381,44.732609,0.000000,11.652120,-0.263040,0.824852,3.949894,3.944689,3.961893,1.009805
-0.018916,0.999723,0.999781,17.017291,17.124542,44.734412,0.000000,11.681132,-0.263701,0.824852,3.952278,3.946476,3.958533,1.009924
-0.018168,0.999722,0.999779,17.021882,17.123994,44.725300,0.000000,11.680099,-0.276015,0.824659,3.954041,3.950325,3.960278,1.009894
-0.017520,0.999720,0.999777,17.040687,17.113704,44.744549,0.000000,11.682785,-0.267586,0.825041,3.952329,3.949257,3.965855,1.010029
-0.016799,0.999718,0.999775,17.049443,17.092264,44.731497,0.000000,11.658991,-0.244384,0.824818,3.947441,3.948680,3.954585,1.009764
-0.016088,0.999717,0.999773,17.062048,17.073028,44.735783,0.000000,11.671417,-0.245812,0.824898,3.948112,3.954079,3.957054,1.009900
-0.015372,0.999715,0.999772,17.064569,17.053702,44.746228,0.000000,11.700447,-0.247442,0.825048,3.955650,3.961208,3.965962,1.010236
-0.014677,0.999713,0.999770,17.085532,17.043618,44.743835,0.000000,11.697747,-0.258051,0.825010,3.957661,3.963347,3.960941,1.010153
-0.013960,0.999711,0.999768,17.107494,17.020184,44.766112,0.000000,11.708381,-0.244480,0.825468,3.953197,3.963175,3.955548,1.010214
-0.013274,0.999709,0.999767,17.111725,16.997445,44.732861,0.000000,11.674147,-0.225592,0.824864,3.949633,3.960877,3.955175,1.009681
-0.012537,0.999707,0.999765,17.119943,16.983713,44.751867,0.000000,11.698938,-0.225531,0.825196,3.957662,3.972323,3.962715,1.010132
-0.011837,0.999705,0.999764,17.112007,16.969410,44.733572,0.000000,11.713780,-0.236806,0.824821,3.955163,3.968809,3.963002,1.009915
-0.011175,0.999703,0.999763,17.129794,16.980070,44.752840,0.000000,11.709545,-0.241398,0.825170,3.965672,3.977784,3.973621,1.010312
-0.010468,0.999701,0.999761,17.122914,16.959278,44.749637,0.000000,11.716532,-0.223946,0.825140,3.959199,3.972175,3.956279,1.009915
-0.009731,0.999699,0.999760,17.123510,16.959166,44.736561,0.000000,11.687029,-0.208218,0.824926,3.947604,3.963379,3.951961,1.009772
-0.009034,0.999698,0.999758,17.114323,16.967417,44.758630,0.000000,11.711356,-0.209169,0.825297,3.962135,3.979102,3.969825,1.010352
-0.008343,0.999696,0.999757,17.098894,16.975356,44.747659,0.000000,11.720012,-0.221528,0.825074,3.955462,3.967824,3.958228,1.010181
-0.007680,0.999694,0.999755,17.105869,16.998909,44.766181,0.000000,11.709472,-0.222628,0.825441,3.960723,3.971841,3.974927,1.010407
-0.007010,0.999692,0.999754,17.092542,16.997395,44.768022,0.000000,11.701712,-0.198101,0.825526,3.954518,3.965009,3.958344,1.010083
-0.006270,0.999690,0.999752,17.062971,17.012062,44.741821,0.000000,11.684799,-0.192997,0.825014,3.950824,3.963218,3.959022,1.009865
-0.005532,0.999689,0.999751,17.037377,17.024052,44.760740,0.000000,11.715746,-0.191097,0.825339,3.958586,3.968473,3.972230,1.010258
-0.004864,0.999687,0.999749,17.021702,17.049028,44.748955,0.000000,11.709346,-0.206012,0.825109,3.954398,3.962679,3.964041,1.010134
-0.004157,0.999685,0.999747,17.012631,17.072987,44.753591,0.000000,11.692184,-0.199011,0.825200,3.948636,3.954210,3.965336,1.010141
-0.003401,0.999684,0.999745,16.996253,17.079065,44.758153,0.000000,11.683593,-0.175442,0.825316,3.950290,3.956804,3.966709,1.010042
-0.002688,0.999682,0.999744,16.977804,17.093272,44.755989,0.000000,11.686806,-0.176631,0.825262,3.952985,3.960431,3.968282,1.010168
-0.001963,0.999681,0.999742,16.955457,17.100679,44.760460,0.000000,11.710561,-0.180926,0.825311,3.955399,3.960528,3.965296,1.010343
-0.001319,0.999680,0.999740,16.957570,17.116187,44.768708,0.000000,11.707084,-0.186658,0.825475,3.954135,3.959660,3.977626,1.010418
-0.000641,0.999678,0.999738,16.969571,17.121728,44.775405,0.000000,11.683777,-0.174014,0.825657,3.947578,3.954248,3.965811,1.010281
0.000112,0.999677,0.999736,16.950537,17.111830,44.753731,0.000000,11.674332,-0.157735,0.825232,3.944192,3.952189,3.960411,1.009991
0.000816,0.999675,0.999734,16.949637,17.102466,44.764339,0.000000,11.705188,-0.167524,0.825428,3.955943,3.966355,3.974933,1.010181
0.001536,0.999674,0.999732,16.951043,17.102319,44.749521,0.000000,11.711510,-0.190227,0.825125,3.953889,3.965162,3.969917,1.010106
0.002253,0.999673,0.999730,16.968846,17.104525,44.759285,0.000000,11.714275,-0.203060,0.825300,3.955780,3.967137,3.969916,1.010251
0.002959,0.999671,0.999729,16.986451,17.091467,44.753859,0.000000,11.698263,-0.197094,0.825228,3.950582,3.966032,3.969276,1.010014
0.003706,0.999669,0.999727,17.009842,17.077569,44.752687,0.000000,11.694238,-0.203728,0.825235,3.952578,3.971101,3.969062,1.009983
0.004418,0.999668,0.999725,17.012913,17.065755,44.757189,0.000000,11.725662,-0.221882,0.825258,3.958044,3.979234,3.971070,1.010316
0.005119,0.999666,0.999723,17.037236,17.060116,44.754899,0.000000,11.729657,-0.246890,0.825221,3.956878,3.976507,3.978846,1.010259
0.005760,0.999665,0.999722,17.067882,17.051424,44.785447,0.000000,11.739657,-0.247699,0.825817,3.968047,3.992175,3.977331,1.010567
0.006502,0.999663,0.999720,17.068222,17.023484,44.754112,0.000000,11.715082,-0.227424,0.825252,3.946458,3.971123,3.956390,1.009902
0.007195,0.999661,0.999718,17.086705,17.014982,44.766334,0.000000,11.717793,-0.227661,0.825486,3.958791,3.988067,3.975355,1.010222
0.007933,0.999659,0.999717,17.076928,16.995758,44.761080,0.000000,11.746501,-0.232758,0.825348,3.960661,3.988952,3.975238,1.010205
0.008641,0.999657,0.999715,17.084828,17.002129,44.755521,0.000000,11.737674,-0.243890,0.825221,3.960283,3.986702,3.972824,1.010246
0.009321,0.999655,0.999714,17.088152,16.990240,44.788312,0.000000,11.757040,-0.221272,0.825848,3.972162,3.998758,3.980923,1.010546
0.010069,0.999654,0.999712,17.077504,16.973480,44.761350,0.000000,11.723440,-0.187685,0.825389,3.954885,3.982728,3.965119,1.009971
0.010781,0.999652,0.999711,17.065542,16.980362,44.769407,0.000000,11.732304,-0.183301,0.825499,3.961222,3.992462,3.975201,1.010406
0.011479,0.999650,0.999710,17.049604,16.981876,44.776243,0.000000,11.754490,-0.184121,0.825607,3.961749,3.987764,3.980578,1.010533
0.012138,0.999648,0.999708,17.049869,17.000763,44.778365,0.000000,11.739247,-0.185853,0.825660,3.962672,3.987222,3.978374,1.010516
0.012857,0.999647,0.999707,17.037363,17.000032,44.797650,0.000000,11.741715,-0.155407,0.826053,3.957892,3.980783,3.967684,1.010547
0.013599,0.999645,0.999705,17.011839,17.004580,44.770107,0.000000,11.715130,-0.135885,0.825558,3.955917,3.979983,3.973343,1.010109
0.014314,0.999644,0.999703,16.984030,17.017356,44.782550,0.000000,11.740346,-0.133433,0.825749,3.963192,3.985961,3.979063,1.010504
0.015014,0.999642,0.999702,16.960062,17.033457,44.760089,0.000000,11.742463,-0.150580,0.825312,3.960407,3.981287,3.977325,1.010181
0.015676,0.999641,0.999700,16.960069,17.062372,44.780278,0.000000,11.726394,-0.142859,0.825697,3.955575,3.972522,3.984580,1.010502
0.016383,0.999640,0.999698,16.938806,17.068223,44.775895,0.000000,11.714963,-0.120470,0.825627,3.956185,3.973216,3.974577,1.010292
0.017130,0.999638,0.999697,16.924201,17.077735,44.764643,0.000000,11.711275,-0.123136,0.825433,3.951640,3.971158,3.973300,1.010137
0.017867,0.999637,0.999695,16.905901,17.089859,44.774916,0.000000,11.737035,-0.132295,0.825585,3.960145,3.976436,3.982547,1.010473
0.018544,0.999636,0.999693,16.910573,17.109186,44.781071,0.000000,11.736992,-0.149973,0.825707,3.959900,3.977851,3.980762,1.010573
0.019259,0.999634,0.999691,16.918122,17.116533,44.784360,0.000000,11.717335,-0.141827,0.825804,3.945760,3.962791,3.971920,1.010416
0.020008,0.999633,0.999689,16.918891,17.111351,44.780498,0.000000,11.702772,-0.126757,0.825760,3.950993,3.969768,3.976257,1.010248
0.020735,0.999632,0.999687,16.907774,17.103785,44.773909,0.000000,11.727104,-0.139149,0.825604,3.960636,3.982177,3.985593,1.010286
0.021452,0.999631,0.999685,16.908602,17.101608,44.768392,0.000000,11.741481,-0.157823,0.825476,3.956713,3.976661,3.975285,1.010340
0.022161,0.999629,0.999683,16.921375,17.102478,44.771928,0.000000,11.740861,-0.167259,0.825527,3.961864,3.984908,3.987508,1.010386
0.022883,0.999628,0.999682,16.943684,17.089242,44.781544,0.000000,11.727464,-0.153093,0.825753,3.955657,3.979044,3.979279,1.010332
0.023597,0.999627,0.999680,16.949804,17.070537,44.767275,0.000000,11.718661,-0.146240,0.825486,3.954649,3.982944,3.975583,1.010178
0.024323,0.999625,0.999678,16.955827,17.053720,44.774284,0.000000,11.747494,-0.157169,0.825587,3.961007,3.991681,3.982855,1.010409
0.025019,0.999624,0.999676,16.974793,17.047691,44.781357,0.000000,11.756951,-0.172368,0.825710,3.960718,3.989710,3.987690,1.010616
0.025720,0.999622,0.999675,16.995338,17.037106,44.794018,0.000000,11.762115,-0.174582,0.825959,3.968410,4.000194,3.980198,1.010667
0.026424,0.999621,0.999673,17.005809,17.009261,44.781221,0.000000,11.743455,-0.151533,0.825770,3.953047,3.986828,3.970667,1.010179
0.027159,0.999619,0.999672,17.015986,16.999872,44.777944,0.000000,11.738881,-0.151096,0.825700,3.962928,4.000751,3.985004,1.010330
0.027883,0.999618,0.999670,17.009840,16.983369,44.778672,0.000000,11.770605,-0.159466,0.825677,3.963829,3.999607,3.982119,1.010420
0.028637,0.999616,0.999669,17.016898,16.989925,44.762830,0.000000,11.760770,-0.179404,0.825359,3.964362,3.999401,3.984393,1.010275
0.029282,0.999614,0.999667,17.026591,16.984208,44.800169,0.000000,11.781197,-0.165756,0.826071,3.976696,4.010325,3.989843,1.010688
0.030041,0.999613,0.999666,17.017126,16.970460,44.766977,0.000000,11.747679,-0.142798,0.825490,3.958732,3.994590,3.973961,1.010022
0.030740,0.999611,0.999664,17.014676,16.981369,44.775029,0.000000,11.754426,-0.149825,0.825616,3.964471,4.002969,3.983834,1.010405
