All calculations,Vmesa_ESS_690V,ESS_GC,PQ_Meas_BCs_CurrentSource,ESS_GC,ESS_GC,BC_DCLinkSide,FC_DCLinkSide
-0.075049,1.012241,-0.790512,0.102349,1.000000,0.061628,0.036247,0.000357
-0.074350,1.013537,-0.783093,0.093117,1.000000,0.056249,0.036474,0.000363
-0.073677,1.012726,-0.774287,0.087316,1.000000,0.047238,0.036653,0.000368
-0.073001,1.011065,-0.765426,0.080804,1.000000,0.042657,0.036799,0.000373
-0.072316,1.011889,-0.747725,0.070059,1.000000,0.046401,0.036907,0.000378
-0.071649,1.012376,-0.743726,0.070552,1.000000,0.051961,0.036974,0.000382
-0.070952,1.013372,-0.731394,0.067754,1.000000,0.049266,0.036984,0.000385
-0.070259,1.012456,-0.725947,0.080974,1.000000,0.036989,0.036961,0.000389
-0.069541,1.011827,-0.700881,0.083696,1.000000,0.036285,0.036913,0.000392
-0.068878,1.012971,-0.683136,0.097078,1.000000,0.043553,0.036837,0.000394
-0.068138,1.015058,-0.652136,0.101249,1.000000,0.049580,0.036720,0.000396
-0.067465,1.013980,-0.668140,0.092715,1.000000,0.042476,0.036563,0.000398
-0.066806,1.012686,-0.666599,0.085549,1.000000,0.032696,0.036390,0.000399
-0.066114,1.012763,-0.640785,0.072727,1.000000,0.033299,0.036192,0.000399
-0.065377,1.011820,-0.652471,0.069424,1.000000,0.035658,0.035976,0.000400
-0.064725,1.014145,-0.624909,0.063154,1.000000,0.041918,0.035733,0.000400
-0.064040,1.013490,-0.630315,0.073783,1.000000,0.030872,0.035458,0.000400
-0.063335,1.012786,-0.612945,0.074355,1.000000,0.026091,0.035181,0.000399
-0.062660,1.012909,-0.600810,0.086844,1.000000,0.028511,0.034896,0.000398
-0.061938,1.013996,-0.577521,0.090670,1.000000,0.036371,0.034589,0.000397
-0.061261,1.014578,-0.580184,0.093701,1.000000,0.035989,0.034274,0.000395
-0.060566,1.015331,-0.555692,0.084903,1.000000,0.028375,0.033940,0.000394
-0.059887,1.012822,-0.567326,0.072611,1.000000,0.022160,0.033608,0.000392
-0.059217,1.012860,-0.560979,0.068510,1.000000,0.024091,0.033273,0.000389
-0.058520,1.013964,-0.542862,0.058496,1.000000,0.031084,0.032926,0.000387
-0.057788,1.013737,-0.555759,0.061501,1.000000,0.029160,0.032576,0.000384
-0.057141,1.014918,-0.529586,0.064783,1.000000,0.021502,0.032227,0.000382
-0.056468,1.012429,-0.535488,0.072136,1.000000,0.018390,0.031875,0.000379
-0.055761,1.014597,-0.504837,0.079002,1.000000,0.020852,0.031522,0.000376
-0.055064,1.014450,-0.500831,0.086983,1.000000,0.031052,0.031168,0.000372
-0.054361,1.016030,-0.485935,0.082130,1.000000,0.027977,0.030821,0.000369
-0.053732,1.014850,-0.497483,0.070887,1.000000,0.016759,0.030472,0.000366
-0.053059,1.013011,-0.492671,0.067351,1.000000,0.014087,0.030126,0.000362
-0.052324,1.013923,-0.477102,0.055674,1.000000,0.019621,0.029788,0.000358
-0.051664,1.015098,-0.461595,0.054311,1.000000,0.025993,0.029457,0.000355
-0.050979,1.014630,-0.481863,0.055216,1.000000,0.021009,0.029133,0.000351
-0.050316,1.014571,-0.469166,0.059228,1.000000,0.012421,0.028793,0.000347
-0.049603,1.013487,-0.452929,0.068493,1.000000,0.011958,0.028472,0.000343
-0.048885,1.015160,-0.430980,0.072465,1.000000,0.017813,0.028156,0.000339
-0.048246,1.015547,-0.426894,0.079642,1.000000,0.024995,0.027856,0.000336
-0.047551,1.016605,-0.417451,0.070812,1.000000,0.017607,0.027564,0.000332
-0.046876,1.014669,-0.432200,0.063843,1.000000,0.009096,0.027264,0.000328
-0.046197,1.013785,-0.421755,0.056170,1.000000,0.008460,0.026983,0.000324
-0.045478,1.014217,-0.413613,0.049759,1.000000,0.013751,0.026704,0.000321
-0.044836,1.015661,-0.402362,0.049058,1.000000,0.019012,0.026440,0.000317
-0.044120,1.015504,-0.403677,0.049618,1.000000,0.011020,0.026173,0.000313
-0.043386,1.013842,-0.410586,0.058556,1.000000,0.005316,0.025909,0.000310
-0.042714,1.014286,-0.391248,0.061920,1.000000,0.006668,0.025667,0.000306
-0.041963,1.015286,-0.373221,0.067238,1.000000,0.014143,0.025426,0.000302
-0.041277,1.016678,-0.364506,0.068255,1.000000,0.014990,0.025197,0.000299
-0.040625,1.016508,-0.356571,0.064678,1.000000,0.006804,0.024965,0.000296
-0.039887,1.013657,-0.380670,0.053179,1.000000,0.002061,0.024745,0.000292
-0.039184,1.013904,-0.372315,0.048196,1.000000,0.004849,0.024535,0.000289
-0.038464,1.015321,-0.352242,0.044883,1.000000,0.011736,0.024339,0.000286
-0.037765,1.015366,-0.359924,0.045024,1.000000,0.009596,0.024150,0.000283
-0.037117,1.015706,-0.349379,0.048266,1.000000,0.001412,0.023957,0.000280
-0.036405,1.014357,-0.338554,0.056616,1.000000,0.000613,0.023778,0.000277
-0.035686,1.015085,-0.336775,0.058460,1.000000,0.003521,0.023613,0.000275
-0.035047,1.015752,-0.322707,0.066258,1.000000,0.012778,0.023458,0.000272
-0.034340,1.017107,-0.313505,0.060326,1.000000,0.006698,0.023297,0.000270
-0.033668,1.015493,-0.325712,0.056094,1.000000,-0.001457,0.023133,0.000267
-0.032914,1.014822,-0.308920,0.046249,1.000000,-0.001141,0.022981,0.000265
-0.032176,1.014532,-0.316233,0.044328,1.000000,0.001992,0.022840,0.000263
-0.031520,1.015695,-0.307272,0.039591,1.000000,0.009089,0.022707,0.000261
-0.030850,1.016140,-0.313886,0.045650,1.000000,0.000492,0.022569,0.000259
-0.030115,1.015021,-0.302064,0.047251,1.000000,-0.004647,0.022434,0.000257
-0.029415,1.015082,-0.287702,0.055684,1.000000,-0.003209,0.022316,0.000255
-0.028733,1.016249,-0.269084,0.058205,1.000000,0.003826,0.022207,0.000254
-0.028062,1.015521,-0.291995,0.061122,1.000000,0.006099,0.022098,0.000252
-0.027360,1.017928,-0.258188,0.055891,1.000000,-0.002010,0.021979,0.000251
-0.026665,1.014287,-0.284355,0.049305,1.000000,-0.007521,0.021866,0.000249
-0.025926,1.014816,-0.271798,0.041568,1.000000,-0.004401,0.021762,0.000248
-0.025253,1.015084,-0.266612,0.041878,1.000000,0.000691,0.021670,0.000247
-0.024543,1.016377,-0.258667,0.038746,1.000000,0.000839,0.021574,0.000246
-0.023867,1.016100,-0.260236,0.043711,1.000000,-0.006932,0.021469,0.000245
-0.023142,1.014870,-0.247862,0.048476,1.000000,-0.009625,0.021376,0.000244
-0.022461,1.015722,-0.241968,0.054432,1.000000,-0.005379,0.021293,0.000243
-0.021721,1.016444,-0.228049,0.057085,1.000000,0.001589,0.021212,0.000242
-0.021063,1.017183,-0.222449,0.057863,1.000000,-0.001471,0.021124,0.000241
-0.020341,1.016521,-0.227180,0.049006,1.000000,-0.011139,0.021033,0.000241
-0.019641,1.014247,-0.237324,0.044858,1.000000,-0.011560,0.020950,0.000240
-0.018916,1.015409,-0.223859,0.038484,1.000000,-0.006818,0.020875,0.000239
-0.018168,1.015575,-0.229701,0.038030,1.000000,-0.001475,0.020803,0.000239
-0.017520,1.016560,-0.215646,0.038669,1.000000,-0.008308,0.020717,0.000239
-0.016799,1.015513,-0.217519,0.046303,1.000000,-0.013669,0.020635,0.000238
-0.016088,1.014822,-0.214066,0.049194,1.000000,-0.011897,0.020568,0.000238
-0.015372,1.016921,-0.181107,0.055648,1.000000,-0.005080,0.020506,0.000238
-0.014677,1.016957,-0.190144,0.055287,1.000000,-0.002431,0.020438,0.000237
-0.013960,1.017620,-0.183413,0.051191,1.000000,-0.011899,0.020359,0.000237
-0.013274,1.014555,-0.203544,0.044294,1.000000,-0.015981,0.020287,0.000237
-0.012537,1.015249,-0.192319,0.039205,1.000000,-0.012767,0.020223,0.000237
-0.011837,1.015184,-0.190717,0.037477,1.000000,-0.006585,0.020166,0.000237
-0.011175,1.017027,-0.180145,0.037506,1.000000,-0.007546,0.020101,0.000237
-0.010468,1.015775,-0.198535,0.041394,1.000000,-0.014884,0.020028,0.000237
-0.009731,1.014775,-0.178608,0.044672,1.000000,-0.018333,0.019967,0.000237
-0.009034,1.016235,-0.160498,0.052628,1.000000,-0.010465,0.019916,0.000237
-0.008343,1.016772,-0.152660,0.053827,1.000000,-0.007010,0.019866,0.000237
-0.007680,1.017550,-0.153212,0.052700,1.000000,-0.009111,0.019804,0.000237
-0.007010,1.016682,-0.158476,0.047362,1.000000,-0.018227,0.019740,0.000237
-0.006270,1.014219,-0.172063,0.041280,1.000000,-0.019057,0.019684,0.000237
-0.005532,1.015642,-0.151095,0.036654,1.000000,-0.013885,0.019637,0.000237
-0.004864,1.016488,-0.146482,0.035968,1.000000,-0.008701,0.019591,0.000237
-0.004157,1.016346,-0.153564,0.036969,1.000000,-0.015006,0.019533,0.000237
-0.003401,1.015289,-0.152897,0.044056,1.000000,-0.019915,0.019476,0.000237
-0.002688,1.015392,-0.141495,0.047274,1.000000,-0.018998,0.019434,0.000238
-0.001963,1.016545,-0.119631,0.052043,1.000000,-0.011907,0.019396,0.000238
-0.001319,1.017383,-0.126159,0.051399,1.000000,-0.011723,0.019353,0.000238
-0.000641,1.017659,-0.109237,0.049897,1.000000,-0.018935,0.019300,0.000238
0.000112,1.014579,-0.140507,0.041762,0.999670,-0.022309,0.019884,0.000238
0.000816,1.014279,-0.143799,0.042239,0.998501,-0.018444,0.021734,0.000238
0.001536,1.015452,-0.141345,0.042907,0.998043,-0.010456,0.023520,0.000239
0.002253,1.015834,-0.159121,0.045153,0.998154,-0.010930,0.025108,0.000239
0.002959,1.015146,-0.182247,0.057087,0.997731,-0.017184,0.026723,0.000239
0.003706,1.013914,-0.187826,0.065103,0.997121,-0.015637,0.028357,0.000239
0.004418,1.015437,-0.191676,0.077464,0.997019,-0.008957,0.029894,0.000240
0.005119,1.016062,-0.199860,0.083868,0.997816,-0.000264,0.031323,0.000240
0.005760,1.017579,-0.198164,0.087425,0.998708,-0.005623,0.032597,0.000240
0.006502,1.015072,-0.222081,0.076542,0.998893,-0.012727,0.033881,0.000240
0.007210,1.014498,-0.216131,0.071236,0.998965,-0.012167,0.035223,0.000241
0.007938,1.015060,-0.211580,0.069590,0.999448,-0.007099,0.036517,0.000242
0.008641,1.016370,-0.201777,0.067244,1.000588,-0.003501,0.037642,0.000242
0.009317,1.017035,-0.194202,0.075477,1.001276,-0.013048,0.038663,0.000243
0.010058,1.015256,-0.172071,0.088370,1.001194,-0.019005,0.039775,0.000243
0.010781,1.015474,-0.158667,0.102666,1.001020,-0.015986,0.040853,0.000244
0.011466,1.017391,-0.116508,0.113769,1.001309,-0.010270,0.041817,0.000245
0.012138,1.017584,-0.122296,0.117658,1.002053,-0.010534,0.042605,0.000246
0.012840,1.017801,-0.108645,0.104520,1.002024,-0.021942,0.043310,0.000246
0.013558,1.014661,-0.111533,0.095943,1.001395,-0.024889,0.044044,0.000247
0.014285,1.015876,-0.095829,0.083822,1.000908,-0.021375,0.044715,0.000248
0.015014,1.015051,-0.107813,0.084459,1.001070,-0.014807,0.045258,0.000249
0.015663,1.017314,-0.085153,0.083076,1.001371,-0.019926,0.045627,0.000250
0.016375,1.016066,-0.092075,0.101611,1.000898,-0.026323,0.045975,0.000250
0.017129,1.014316,-0.097801,0.109179,1.000119,-0.025172,0.046324,0.000251
0.017861,1.016395,-0.072517,0.121943,0.999739,-0.018906,0.046597,0.000252
0.018536,1.016886,-0.085868,0.128708,1.000168,-0.013834,0.046729,0.000253
0.019248,1.017422,-0.078087,0.118885,1.000314,-0.021722,0.046729,0.000254
0.019958,1.015013,-0.103265,0.106501,0.999754,-0.026041,0.046739,0.000254
0.020686,1.014835,-0.105501,0.092496,0.999220,-0.022478,0.046749,0.000255
0.021440,1.014978,-0.111063,0.083993,0.999262,-0.015616,0.046747,0.000256
0.022119,1.016139,-0.119481,0.087289,0.999912,-0.015585,0.046609,0.000257
0.022859,1.016396,-0.109935,0.091847,0.999924,-0.023084,0.046415,0.000257
0.023592,1.014586,-0.113345,0.110870,0.999412,-0.023176,0.046324,0.000258
0.024285,1.015235,-0.118591,0.114734,0.999119,-0.019222,0.046226,0.000259
0.024965,1.016913,-0.095710,0.129095,0.999558,-0.010772,0.046106,0.000260
0.025663,1.017642,-0.103729,0.118584,1.000147,-0.015620,0.045885,0.000260
0.026391,1.016008,-0.115982,0.110139,0.999958,-0.023029,0.045685,0.000261
0.027131,1.014154,-0.123195,0.094421,0.999449,-0.022773,0.045553,0.000262
0.027861,1.015532,-0.107072,0.083525,0.999303,-0.017368,0.045471,0.000263
0.028537,1.015018,-0.137677,0.085393,0.999898,-0.012715,0.045343,0.000263
0.029266,1.017177,-0.112610,0.085841,1.000212,-0.019753,0.045142,0.000264
0.029985,1.015068,-0.112387,0.102598,0.999763,-0.024451,0.045052,0.000265
0.030714,1.014729,-0.116999,0.107598,0.999237,-0.022256,0.045014,0.000266
0.031374,1.016879,-0.081621,0.126118,0.999269,-0.013470,0.045011,0.000267
0.032074,1.017487,-0.094874,0.120449,0.999894,-0.013147,0.044925,0.000268
0.032785,1.016890,-0.108043,0.113385,0.999912,-0.020852,0.044830,0.000269
0.033512,1.014350,-0.112283,0.095332,0.999343,-0.024255,0.044830,0.000270
0.034261,1.014398,-0.123947,0.087306,0.998933,-0.020625,0.044888,0.000271
0.034918,1.015951,-0.099146,0.080087,0.999177,-0.013453,0.044966,0.000272
0.035564,1.016570,-0.113094,0.086788,0.999699,-0.017180,0.044968,0.000273
0.036331,1.015197,-0.126153,0.095126,0.999501,-0.023107,0.045016,0.000274
0.037086,1.014559,-0.113699,0.103508,0.998923,-0.024088,0.045183,0.000275
0.037781,1.015869,-0.101130,0.121583,0.998727,-0.016010,0.045396,0.000276
0.038530,1.016709,-0.108408,0.123304,0.999318,-0.011492,0.045565,0.000277
0.039240,1.017136,-0.100656,0.119108,0.999679,-0.018018,0.045675,0.000278
0.039925,1.014983,-0.122026,0.103028,0.999304,-0.024012,0.045882,0.000279
0.040659,1.014691,-0.116604,0.091623,0.998873,-0.021614,0.046168,0.000280
0.041362,1.014044,-0.133397,0.087932,0.998939,-0.015341,0.046508,0.000282
0.042061,1.016924,-0.110038,0.084291,0.999648,-0.014312,0.046770,0.000283
0.042751,1.016217,-0.116240,0.095905,0.999809,-0.021824,0.047030,0.000284
0.043501,1.014338,-0.116987,0.105072,0.999344,-0.024266,0.047421,0.000285
0.044238,1.015930,-0.099874,0.121047,0.999035,-0.020838,0.047861,0.000287
0.044933,1.015904,-0.102066,0.130875,0.999365,-0.012232,0.048290,0.000288
0.045639,1.017778,-0.088444,0.129000,1.000047,-0.015845,0.048624,0.000289
0.046306,1.016008,-0.106905,0.117438,0.999953,-0.023114,0.048990,0.000291
0.047069,1.014834,-0.095387,0.101180,0.999455,-0.024710,0.049478,0.000292
0.047761,1.014307,-0.111165,0.098300,0.999263,-0.020558,0.049989,0.000294
0.048466,1.016450,-0.089809,0.088885,0.999818,-0.013623,0.050461,0.000295
0.049140,1.016510,-0.106445,0.101640,1.000276,-0.021295,0.050839,0.000296
0.049869,1.015367,-0.093300,0.106103,0.999977,-0.026152,0.051297,0.000298
0.050585,1.015243,-0.080903,0.128961,0.999483,-0.025235,0.051858,0.000299
0.051267,1.016328,-0.067770,0.137463,0.999414,-0.018061,0.052391,0.000301
0.051962,1.016015,-0.090120,0.145666,1.000072,-0.014832,0.052832,0.000302
0.052659,1.018133,-0.062740,0.133816,1.000314,-0.022969,0.053223,0.000304
0.053358,1.014626,-0.081281,0.122258,0.999865,-0.027118,0.053701,0.000305
0.054113,1.014786,-0.082262,0.104025,0.999448,-0.024692,0.054246,0.000307
0.054773,1.015579,-0.068629,0.102942,0.999580,-0.018334,0.054770,0.000308
0.055476,1.016783,-0.071407,0.099869,1.000213,-0.019888,0.055174,0.000310
0.056233,1.015981,-0.078656,0.113937,1.000170,-0.027006,0.055590,0.000311
0.056958,1.014488,-0.069882,0.132543,0.999637,-0.027997,0.056135,0.000313
0.057714,1.015873,-0.059505,0.142335,0.999340,-0.023195,0.056656,0.000314
0.058415,1.016168,-0.064087,0.158846,0.999815,-0.016783,0.057118,0.000316
0.059079,1.017463,-0.051256,0.147247,1.000312,-0.022597,0.057466,0.000317
0.059777,1.016150,-0.055705,0.140420,1.000047,-0.028108,0.057862,0.000318
0.060528,1.014002,-0.076886,0.117803,0.999560,-0.027825,0.058345,0.000320
0.061267,1.014973,-0.064389,0.108696,0.999484,-0.022478,0.058846,0.000321
0.061938,1.016000,-0.072414,0.111908,1.000162,-0.019012,0.059243,0.000323
0.062653,1.016676,-0.055928,0.112299,1.000437,-0.025646,0.059563,0.000324
0.063407,1.014964,-0.059495,0.137049,1.000020,-0.030082,0.060016,0.000326
0.064113,1.015207,-0.055054,0.147277,0.999629,-0.027230,0.060492,0.000327
0.064836,1.016140,-0.042570,0.166709,0.999807,-0.019669,0.060945,0.000329
0.065519,1.017088,-0.049152,0.161163,1.000528,-0.020577,0.061263,0.000330
0.066178,1.017254,-0.036337,0.155220,1.000565,-0.027807,0.061570,0.000331
0.066930,1.014159,-0.056750,0.131581,1.000057,-0.030699,0.061993,0.000333
0.067668,1.014987,-0.046351,0.118533,0.999758,-0.026898,0.062433,0.000334
0.068338,1.015821,-0.044148,0.118986,1.000170,-0.020682,0.062840,0.000336
0.069048,1.016659,-0.046671,0.116288,1.000728,-0.024140,0.063098,0.000337
0.069731,1.015747,-0.044502,0.136300,1.000521,-0.031568,0.063435,0.000339
0.070469,1.015043,-0.027020,0.148342,0.999969,-0.031657,0.063867,0.000340
0.071161,1.015723,-0.027137,0.172095,0.999786,-0.024737,0.064277,0.000341
0.071863,1.016765,-0.025877,0.172894,1.000349,-0.021400,0.064602,0.000343
0.072549,1.017879,-0.013148,0.173445,1.000715,-0.026131,0.064827,0.000344
0.073299,1.015320,-0.027311,0.143110,1.000281,-0.032501,0.065167,0.000346
0.074013,1.014885,-0.026784,0.132256,0.999823,-0.030379,0.065539,0.000347
0.074716,1.015505,-0.022132,0.121561,0.999832,-0.024791,0.065919,0.000348
0.075426,1.015675,-0.039583,0.123691,1.000473,-0.023087,0.066178,0.000350
0.076084,1.016995,-0.018102,0.127668,1.000555,-0.030937,0.066409,0.000351
0.076795,1.014653,-0.024824,0.153848,1.000047,-0.033632,0.066792,0.000352
0.077531,1.014685,-0.034537,0.168750,0.999660,-0.028816,0.067179,0.000354
0.078263,1.016928,-0.000935,0.183534,0.999950,-0.022760,0.067531,0.000355
0.078937,1.016892,-0.015767,0.183360,1.000576,-0.024117,0.067742,0.000356
0.079641,1.016740,-0.010569,0.160953,1.000438,-0.032353,0.068004,0.000358
0.080341,1.014366,-0.023460,0.147672,0.999931,-0.033409,0.068356,0.000359
0.081068,1.015102,-0.020264,0.126898,0.999722,-0.028232,0.068752,0.000361
0.081763,1.015005,-0.037155,0.128716,1.000236,-0.022568,0.069079,0.000362
0.082464,1.016963,-0.014141,0.129789,1.000720,-0.028644,0.069300,0.000363
0.083158,1.015599,-0.020035,0.153704,1.000459,-0.034081,0.069640,0.000365
0.083886,1.014760,-0.016832,0.162268,0.999983,-0.033548,0.070047,0.000366
0.084578,1.016265,0.003531,0.192383,0.999941,-0.025956,0.070469,0.000368
0.085323,1.016495,-0.012543,0.189759,1.000625,-0.022820,0.070766,0.000369
0.086037,1.017274,-0.003009,0.182689,1.000922,-0.029720,0.071011,0.000370
0.086713,1.015258,-0.004206,0.155675,1.000494,-0.035216,0.071383,0.000372
0.087413,1.014791,-0.010413,0.145609,1.000088,-0.033102,0.071782,0.000373
0.088117,1.015496,0.001603,0.129234,1.000204,-0.026473,0.072205,0.000375
0.088761,1.016368,-0.011240,0.139837,1.000906,-0.026349,0.072493,0.000376
0.089515,1.016504,-0.004973,0.144053,1.000970,-0.033612,0.072781,0.000377
0.090241,1.014460,-0.000319,0.166995,1.000444,-0.036864,0.073210,0.000379
0.090960,1.015544,0.011254,0.192017,1.000093,-0.030194,0.073667,0.000380
0.091655,1.016453,0.017954,0.198439,1.000428,-0.026165,0.074048,0.000382
0.092336,1.017072,0.011498,0.199451,1.001023,-0.027583,0.074302,0.000383
0.093059,1.016831,0.022615,0.175623,1.000803,-0.036063,0.074625,0.000385
0.093759,1.014296,0.007172,0.161221,1.000281,-0.036296,0.075020,0.000386
0.094467,1.015632,0.022346,0.140856,1.000066,-0.031806,0.075456,0.000388
0.095137,1.015566,0.003732,0.143197,1.000595,-0.026285,0.075816,0.000389
0.095850,1.016737,0.018152,0.141190,1.000981,-0.031887,0.076067,0.000391
0.096558,1.015229,0.011050,0.169856,1.000631,-0.037267,0.076457,0.000392
0.097286,1.014809,0.016450,0.184618,1.000137,-0.035816,0.076912,0.000394
0.098036,1.015884,0.028279,0.203949,1.000132,-0.028618,0.077347,0.000396
0.098737,1.016977,0.024105,0.212142,1.000844,-0.027900,0.077656,0.000397
0.099440,1.017523,0.039316,0.194664,1.000946,-0.034926,0.077929,0.000399
0.100141,1.014528,0.018636,0.174818,1.000456,-0.038052,0.078319,0.000400
0.100869,1.014810,0.019404,0.149889,1.000121,-0.034397,0.078755,0.000402
0.101543,1.015166,0.014988,0.151444,1.000385,-0.028771,0.079174,0.000403
0.102253,1.016748,0.025850,0.143589,1.001043,-0.030279,0.079442,0.000405
0.102922,1.016219,0.021576,0.165566,1.001020,-0.037395,0.079772,0.000406
0.103659,1.014723,0.029783,0.183116,1.000528,-0.038702,0.080236,0.000408
0.104376,1.015503,0.030165,0.210384,1.000291,-0.033392,0.080710,0.000410
0.105120,1.015298,0.018687,0.219128,1.000829,-0.026474,0.081112,0.000411
0.105839,1.018322,0.052588,0.211842,1.001344,-0.033350,0.081390,0.000413
0.106537,1.015371,0.034280,0.191236,1.001041,-0.038638,0.081753,0.000415
0.107269,1.015064,0.043861,0.161317,1.000570,-0.038169,0.082220,0.000416
0.107944,1.015140,0.038543,0.162147,1.000511,-0.033601,0.082677,0.000418
0.108669,1.016514,0.042310,0.146670,1.001191,-0.029547,0.083017,0.000420
0.109340,1.016209,0.027624,0.169834,1.001424,-0.037450,0.083301,0.000421
0.110069,1.015503,0.056745,0.180267,1.000973,-0.041781,0.083721,0.000423
0.110759,1.014921,0.046777,0.210492,1.000537,-0.037324,0.084186,0.000425
0.111462,1.016896,0.076919,0.228384,1.000620,-0.032507,0.084610,0.000426
0.112142,1.017202,0.061930,0.232542,1.001317,-0.030626,0.084894,0.000428
0.112859,1.017588,0.069116,0.206854,1.001318,-0.039231,0.085182,0.000429
0.113530,1.014586,0.058918,0.187457,1.000815,-0.041583,0.085574,0.000431
0.114239,1.014879,0.050562,0.166618,1.000459,-0.038106,0.086001,0.000433
0.114920,1.015553,0.061631,0.159238,1.000730,-0.031882,0.086399,0.000434
0.115614,1.017075,0.067291,0.164190,1.001325,-0.035349,0.086651,0.000436
0.116315,1.016129,0.055038,0.178428,1.001205,-0.040732,0.086961,0.000438
0.117001,1.014995,0.068946,0.203817,1.000676,-0.042758,0.087401,0.000439
0.117739,1.015392,0.064938,0.226484,1.000414,-0.036114,0.087835,0.000441
0.118450,1.016506,0.069069,0.236980,1.000908,-0.032300,0.088189,0.000443
0.119120,1.017190,0.077110,0.232678,1.001385,-0.035438,0.088409,0.000444
0.119792,1.016481,0.079911,0.207942,1.001087,-0.042919,0.088749,0.000446
0.120528,1.014544,0.063850,0.182645,1.000610,-0.041492,0.089144,0.000448
0.121238,1.015149,0.069348,0.168799,1.000503,-0.037141,0.089584,0.000450
0.121929,1.015942,0.059699,0.166577,1.001157,-0.032369,0.089902,0.000451
0.122640,1.016476,0.064803,0.176770,1.001479,-0.039336,0.090140,0.000453
0.123313,1.015506,0.074276,0.194670,1.001115,-0.043569,0.090534,0.000454
0.124040,1.015644,0.083528,0.223795,1.000688,-0.042189,0.090989,0.000456
0.124734,1.014868,0.065257,0.243544,1.000755,-0.033853,0.091425,0.000458
0.125437,1.017861,0.093778,0.246627,1.001488,-0.034341,0.091708,0.000460
0.126140,1.017076,0.086817,0.231201,1.001618,-0.040259,0.091959,0.000461
0.126841,1.015266,0.088527,0.195310,1.001131,-0.044679,0.092395,0.000463
0.127539,1.014893,0.078421,0.187614,1.000769,-0.041705,0.092803,0.000465
0.128264,1.016047,0.095012,0.166849,1.001049,-0.034923,0.093246,0.000467
0.128938,1.016094,0.069842,0.178995,1.001694,-0.037013,0.093488,0.000469
