All calculations,ESS 690V PLL Type 1 Model 3,PLL_WT1_690V_G,PLL_WT2_690V_G,PLL_WT3_690V_G,GG_01,GG_02
-0.073677,0.999617,0.999763,0.999763,0.999742,0.999900,0.999926
-0.073001,0.999610,0.999584,0.999584,0.999581,0.999897,0.999924
-0.072316,0.999693,0.999871,0.999871,0.999876,0.999894,0.999922
-0.071649,0.999743,0.999879,0.999879,0.999925,0.999891,0.999920
-0.070952,0.999717,0.999832,0.999832,0.999797,0.999889,0.999918
-0.070259,0.999701,0.999770,0.999770,0.999741,0.999886,0.999917
-0.069541,0.999689,0.999602,0.999602,0.999600,0.999883,0.999915
-0.068878,0.999762,0.999749,0.999749,0.999755,0.999880,0.999913
-0.068138,0.999739,0.999857,0.999857,0.999892,0.999877,0.999911
-0.067465,0.999666,0.999741,0.999741,0.999762,0.999874,0.999910
-0.066806,0.999611,0.999830,0.999830,0.999773,0.999871,0.999908
-0.066114,0.999719,0.999680,0.999680,0.999670,0.999869,0.999906
-0.065377,0.999710,0.999746,0.999746,0.999772,0.999866,0.999904
-0.064725,0.999774,0.999884,0.999884,0.999900,0.999863,0.999902
-0.064040,0.999773,0.999695,0.999695,0.999716,0.999861,0.999900
-0.063335,0.999674,0.999765,0.999765,0.999700,0.999859,0.999898
-0.062660,0.999774,0.999767,0.999767,0.999749,0.999856,0.999895
-0.061938,0.999791,0.999693,0.999693,0.999752,0.999854,0.999893
-0.061261,0.999737,0.999876,0.999876,0.999879,0.999852,0.999891
-0.060566,0.999609,0.999678,0.999678,0.999699,0.999850,0.999889
-0.059887,0.999735,0.999681,0.999681,0.999666,0.999848,0.999887
-0.059217,0.999681,0.999847,0.999847,0.999850,0.999846,0.999885
-0.058520,0.999788,0.999775,0.999775,0.999826,0.999843,0.999882
-0.057788,0.999792,0.999856,0.999856,0.999846,0.999841,0.999880
-0.057141,0.999755,0.999661,0.999661,0.999652,0.999839,0.999878
-0.056468,0.999680,0.999638,0.999638,0.999650,0.999837,0.999876
-0.055761,0.999826,0.999796,0.999796,0.999793,0.999835,0.999874
-0.055064,0.999817,0.999801,0.999801,0.999829,0.999832,0.999872
-0.054361,0.999703,0.999856,0.999856,0.999845,0.999830,0.999871
-0.053732,0.999687,0.999703,0.999703,0.999705,0.999828,0.999869
-0.053059,0.999696,0.999606,0.999606,0.999620,0.999825,0.999867
-0.052324,0.999753,0.999863,0.999863,0.999879,0.999823,0.999866
-0.051664,0.999821,0.999833,0.999833,0.999870,0.999820,0.999864
-0.050979,0.999824,0.999864,0.999864,0.999832,0.999818,0.999863
-0.050316,0.999717,0.999721,0.999721,0.999706,0.999815,0.999861
-0.049603,0.999812,0.999573,0.999573,0.999582,0.999813,0.999860
-0.048885,0.999819,0.999777,0.999777,0.999787,0.999810,0.999858
-0.048246,0.999814,0.999850,0.999850,0.999908,0.999808,0.999856
-0.047551,0.999694,0.999830,0.999830,0.999806,0.999805,0.999855
-0.046876,0.999700,0.999725,0.999725,0.999713,0.999803,0.999853
-0.046197,0.999713,0.999576,0.999576,0.999582,0.999801,0.999851
-0.045478,0.999808,0.999835,0.999835,0.999865,0.999798,0.999850
-0.044836,0.999837,0.999852,0.999852,0.999902,0.999796,0.999848
-0.044120,0.999783,0.999737,0.999737,0.999726,0.999794,0.999846
-0.043386,0.999799,0.999794,0.999794,0.999773,0.999792,0.999844
-0.042714,0.999791,0.999669,0.999669,0.999665,0.999790,0.999842
-0.041963,0.999863,0.999674,0.999674,0.999724,0.999788,0.999840
-0.041277,0.999791,0.999878,0.999878,0.999904,0.999786,0.999838
-0.040625,0.999634,0.999675,0.999675,0.999704,0.999784,0.999836
-0.039887,0.999775,0.999686,0.999686,0.999669,0.999782,0.999834
-0.039184,0.999735,0.999812,0.999812,0.999833,0.999780,0.999831
-0.038464,0.999841,0.999820,0.999820,0.999851,0.999779,0.999829
-0.037765,0.999843,0.999834,0.999834,0.999830,0.999777,0.999827
-0.037117,0.999745,0.999742,0.999742,0.999734,0.999775,0.999826
-0.036405,0.999826,0.999538,0.999538,0.999554,0.999773,0.999824
-0.035686,0.999822,0.999775,0.999775,0.999791,0.999771,0.999822
-0.035047,0.999857,0.999861,0.999861,0.999909,0.999769,0.999820
-0.034340,0.999738,0.999806,0.999806,0.999800,0.999767,0.999818
-0.033668,0.999677,0.999771,0.999771,0.999763,0.999765,0.999817
-0.032914,0.999804,0.999668,0.999668,0.999663,0.999762,0.999815
-0.032176,0.999771,0.999698,0.999698,0.999726,0.999760,0.999814
-0.031520,0.999863,0.999912,0.999912,0.999938,0.999758,0.999812
-0.030850,0.999828,0.999702,0.999702,0.999748,0.999756,0.999811
-0.030115,0.999735,0.999696,0.999696,0.999657,0.999753,0.999809
-0.029415,0.999872,0.999819,0.999819,0.999813,0.999751,0.999808
-0.028733,0.999859,0.999678,0.999678,0.999718,0.999749,0.999806
-0.028062,0.999821,0.999875,0.999875,0.999881,0.999747,0.999805
-0.027360,0.999673,0.999708,0.999708,0.999734,0.999745,0.999803
-0.026665,0.999753,0.999616,0.999616,0.999629,0.999743,0.999802
-0.025926,0.999784,0.999776,0.999776,0.999778,0.999741,0.999800
-0.025253,0.999836,0.999882,0.999882,0.999913,0.999739,0.999798
-0.024543,0.999862,0.999796,0.999796,0.999814,0.999737,0.999796
-0.023867,0.999775,0.999770,0.999770,0.999766,0.999735,0.999795
-0.023142,0.999793,0.999587,0.999587,0.999599,0.999733,0.999793
-0.022461,0.999880,0.999669,0.999669,0.999693,0.999731,0.999791
-0.021721,0.999856,0.999882,0.999882,0.999915,0.999730,0.999789
-0.021063,0.999762,0.999739,0.999739,0.999823,0.999728,0.999787
-0.020341,0.999690,0.999772,0.999772,0.999713,0.999727,0.999785
-0.019641,0.999768,0.999750,0.999750,0.999732,0.999725,0.999783
-0.018916,0.999811,0.999709,0.999709,0.999763,0.999723,0.999781
-0.018168,0.999874,0.999825,0.999825,0.999845,0.999722,0.999779
-0.017520,0.999795,0.999798,0.999798,0.999804,0.999720,0.999777
-0.016799,0.999831,0.999575,0.999575,0.999595,0.999718,0.999775
-0.016088,0.999787,0.999694,0.999694,0.999710,0.999717,0.999773
-0.015372,0.999908,0.999837,0.999837,0.999870,0.999715,0.999772
-0.014677,0.999825,0.999769,0.999769,0.999826,0.999713,0.999770
-0.013960,0.999670,0.999811,0.999811,0.999786,0.999711,0.999768
-0.013274,0.999783,0.999697,0.999697,0.999678,0.999709,0.999767
-0.012537,0.999778,0.999630,0.999630,0.999665,0.999707,0.999765
-0.011837,0.999860,0.999844,0.999844,0.999857,0.999705,0.999764
-0.011175,0.999864,0.999830,0.999830,0.999868,0.999703,0.999763
-0.010468,0.999805,0.999636,0.999636,0.999657,0.999701,0.999761
-0.009731,0.999797,0.999741,0.999741,0.999722,0.999699,0.999760
-0.009034,0.999880,0.999786,0.999786,0.999775,0.999698,0.999758
-0.008343,0.999882,0.999733,0.999733,0.999778,0.999696,0.999757
-0.007680,0.999770,0.999856,0.999856,0.999884,0.999694,0.999755
-0.007010,0.999662,0.999616,0.999616,0.999620,0.999692,0.999754
-0.006270,0.999802,0.999666,0.999666,0.999683,0.999690,0.999752
-0.005532,0.999814,0.999857,0.999857,0.999897,0.999689,0.999751
-0.004864,0.999863,0.999785,0.999785,0.999833,0.999687,0.999749
-0.004157,0.999839,0.999793,0.999793,0.999767,0.999685,0.999747
-0.003401,0.999806,0.999744,0.999744,0.999749,0.999684,0.999745
-0.002688,0.999846,0.999686,0.999686,0.999693,0.999682,0.999744
-0.001963,0.999891,0.999674,0.999674,0.999724,0.999681,0.999742
-0.001319,0.999819,0.999862,0.999862,0.999902,0.999680,0.999740
-0.000641,0.999661,0.999669,0.999669,0.999701,0.999678,0.999738
0.000112,0.999809,0.999641,0.999641,0.999629,0.999677,0.999736
0.000816,0.999761,0.999803,0.999803,0.999832,0.999675,0.999734
0.001536,0.999862,0.999827,0.999827,0.999870,0.999674,0.999732
0.002253,0.999832,0.999783,0.999783,0.999792,0.999673,0.999730
0.002959,0.999827,0.999768,0.999768,0.999762,0.999671,0.999729
0.003706,0.999764,0.999648,0.999648,0.999652,0.999669,0.999727
0.004418,0.999883,0.999603,0.999603,0.999643,0.999668,0.999725
0.005119,0.999824,0.999887,0.999887,0.999925,0.999666,0.999723
0.005769,0.999666,0.999706,0.999706,0.999775,0.999664,0.999721
0.006502,0.999725,0.999667,0.999667,0.999658,0.999662,0.999720
0.007210,0.999707,0.999781,0.999781,0.999780,0.999660,0.999718
0.007944,0.999788,0.999828,0.999828,0.999843,0.999658,0.999716
0.008661,0.999806,0.999780,0.999780,0.999806,0.999656,0.999714
0.009333,0.999730,0.999772,0.999772,0.999768,0.999654,0.999713
0.010058,0.999738,0.999599,0.999599,0.999606,0.999652,0.999711
0.010759,0.999772,0.999650,0.999650,0.999678,0.999650,0.999709
0.011462,0.999824,0.999846,0.999846,0.999878,0.999648,0.999708
0.012126,0.999724,0.999753,0.999753,0.999808,0.999646,0.999706
0.012832,0.999594,0.999801,0.999801,0.999782,0.999644,0.999704
0.013528,0.999725,0.999674,0.999674,0.999673,0.999642,0.999702
0.014261,0.999682,0.999606,0.999606,0.999659,0.999641,0.999700
0.014920,0.999784,0.999860,0.999860,0.999885,0.999639,0.999699
0.015561,0.999776,0.999731,0.999731,0.999813,0.999637,0.999697
0.016289,0.999696,0.999675,0.999675,0.999634,0.999636,0.999695
0.017000,0.999790,0.999779,0.999779,0.999786,0.999634,0.999692
0.017740,0.999771,0.999722,0.999722,0.999735,0.999632,0.999690
0.018452,0.999774,0.999722,0.999722,0.999771,0.999631,0.999688
0.019120,0.999676,0.999807,0.999807,0.999844,0.999629,0.999686
0.019841,0.999604,0.999592,0.999592,0.999603,0.999628,0.999684
0.020540,0.999686,0.999616,0.999616,0.999646,0.999626,0.999682
0.021283,0.999751,0.999828,0.999828,0.999873,0.999624,0.999679
0.021942,0.999773,0.999774,0.999774,0.999854,0.999623,0.999677
0.022653,0.999705,0.999732,0.999732,0.999693,0.999621,0.999675
0.023397,0.999730,0.999727,0.999727,0.999721,0.999620,0.999673
0.024113,0.999729,0.999611,0.999611,0.999629,0.999618,0.999671
0.024828,0.999789,0.999705,0.999705,0.999757,0.999616,0.999669
0.025481,0.999701,0.999827,0.999827,0.999872,0.999614,0.999667
0.026159,0.999574,0.999603,0.999603,0.999664,0.999613,0.999665
0.026912,0.999691,0.999687,0.999687,0.999669,0.999611,0.999663
0.027619,0.999663,0.999803,0.999803,0.999836,0.999609,0.999662
0.028335,0.999766,0.999767,0.999767,0.999818,0.999607,0.999660
0.029032,0.999770,0.999815,0.999815,0.999803,0.999605,0.999658
0.029690,0.999655,0.999674,0.999674,0.999671,0.999603,0.999656
0.030441,0.999742,0.999542,0.999542,0.999567,0.999601,0.999655
0.031122,0.999774,0.999709,0.999709,0.999735,0.999599,0.999653
0.031765,0.999743,0.999809,0.999809,0.999872,0.999598,0.999651
0.032465,0.999641,0.999736,0.999736,0.999743,0.999596,0.999649
0.033158,0.999588,0.999727,0.999727,0.999733,0.999594,0.999648
0.033886,0.999721,0.999629,0.999629,0.999636,0.999592,0.999646
0.034626,0.999699,0.999655,0.999655,0.999713,0.999591,0.999644
0.035275,0.999755,0.999833,0.999833,0.999867,0.999589,0.999642
0.035947,0.999737,0.999629,0.999629,0.999674,0.999588,0.999640
0.036698,0.999644,0.999656,0.999656,0.999644,0.999586,0.999638
0.037440,0.999786,0.999722,0.999722,0.999744,0.999584,0.999636
0.038134,0.999760,0.999758,0.999758,0.999795,0.999583,0.999633
0.038838,0.999653,0.999757,0.999757,0.999788,0.999582,0.999631
0.039510,0.999623,0.999696,0.999696,0.999724,0.999580,0.999629
0.040201,0.999610,0.999525,0.999525,0.999532,0.999579,0.999627
0.040931,0.999686,0.999714,0.999714,0.999762,0.999577,0.999625
0.041636,0.999757,0.999846,0.999846,0.999899,0.999576,0.999623
0.042334,0.999678,0.999671,0.999671,0.999732,0.999574,0.999621
0.043027,0.999706,0.999723,0.999723,0.999671,0.999573,0.999618
0.043759,0.999705,0.999686,0.999686,0.999686,0.999571,0.999616
0.044468,0.999742,0.999573,0.999573,0.999632,0.999570,0.999614
0.045137,0.999731,0.999801,0.999801,0.999825,0.999568,0.999612
0.045839,0.999576,0.999684,0.999684,0.999727,0.999566,0.999611
0.046531,0.999611,0.999564,0.999564,0.999603,0.999565,0.999609
0.047272,0.999683,0.999697,0.999697,0.999694,0.999563,0.999607
0.047961,0.999692,0.999841,0.999841,0.999866,0.999561,0.999605
0.048662,0.999729,0.999726,0.999726,0.999762,0.999560,0.999603
0.049340,0.999696,0.999732,0.999732,0.999730,0.999558,0.999602
0.050073,0.999644,0.999570,0.999570,0.999585,0.999556,0.999600
0.050811,0.999749,0.999554,0.999554,0.999584,0.999554,0.999598
0.051481,0.999746,0.999801,0.999801,0.999837,0.999553,0.999596
0.052143,0.999658,0.999716,0.999716,0.999802,0.999551,0.999595
0.052857,0.999556,0.999723,0.999723,0.999690,0.999549,0.999593
0.053541,0.999619,0.999665,0.999665,0.999672,0.999548,0.999591
0.054278,0.999666,0.999592,0.999592,0.999648,0.999546,0.999589
0.054963,0.999718,0.999764,0.999764,0.999785,0.999544,0.999587
0.055622,0.999703,0.999708,0.999708,0.999757,0.999543,0.999585
0.056341,0.999660,0.999560,0.999560,0.999582,0.999542,0.999583
0.057070,0.999651,0.999671,0.999671,0.999664,0.999540,0.999581
0.057775,0.999750,0.999733,0.999733,0.999752,0.999539,0.999579
0.058463,0.999704,0.999668,0.999668,0.999721,0.999537,0.999577
0.059135,0.999588,0.999761,0.999761,0.999788,0.999536,0.999575
0.059858,0.999555,0.999556,0.999556,0.999567,0.999535,0.999573
0.060559,0.999620,0.999565,0.999565,0.999597,0.999533,0.999570
0.061283,0.999684,0.999772,0.999772,0.999818,0.999532,0.999568
0.061958,0.999708,0.999726,0.999726,0.999809,0.999530,0.999566
0.062659,0.999630,0.999670,0.999670,0.999634,0.999529,0.999564
0.063397,0.999670,0.999682,0.999682,0.999674,0.999528,0.999562
0.064114,0.999658,0.999566,0.999566,0.999578,0.999526,0.999560
0.064827,0.999725,0.999639,0.999639,0.999691,0.999524,0.999558
0.065461,0.999629,0.999762,0.999762,0.999810,0.999523,0.999556
0.066144,0.999544,0.999565,0.999565,0.999624,0.999521,0.999554
0.066886,0.999624,0.999622,0.999622,0.999596,0.999520,0.999552
0.067579,0.999596,0.999761,0.999761,0.999773,0.999518,0.999551
0.068266,0.999697,0.999662,0.999662,0.999728,0.999516,0.999549
0.068961,0.999698,0.999779,0.999779,0.999773,0.999515,0.999547
0.069668,0.999606,0.999581,0.999581,0.999570,0.999513,0.999545
0.070390,0.999673,0.999468,0.999468,0.999491,0.999511,0.999544
0.071115,0.999683,0.999685,0.999685,0.999712,0.999510,0.999542
0.071753,0.999687,0.999733,0.999733,0.999796,0.999508,0.999540
0.072460,0.999566,0.999696,0.999696,0.999693,0.999506,0.999538
0.073131,0.999529,0.999640,0.999640,0.999654,0.999505,0.999536
0.073869,0.999642,0.999532,0.999532,0.999552,0.999503,0.999535
0.074561,0.999628,0.999654,0.999654,0.999704,0.999502,0.999533
0.075231,0.999689,0.999752,0.999752,0.999804,0.999500,0.999531
0.075880,0.999616,0.999606,0.999606,0.999628,0.999499,0.999529
0.076615,0.999624,0.999625,0.999625,0.999594,0.999498,0.999527
0.077359,0.999690,0.999639,0.999639,0.999645,0.999496,0.999524
0.078066,0.999675,0.999579,0.999579,0.999646,0.999495,0.999522
0.078762,0.999620,0.999745,0.999745,0.999765,0.999493,0.999520
0.079459,0.999496,0.999606,0.999606,0.999622,0.999492,0.999518
0.080192,0.999547,0.999472,0.999472,0.999492,0.999491,0.999516
0.080913,0.999612,0.999658,0.999658,0.999693,0.999489,0.999514
0.081621,0.999667,0.999768,0.999768,0.999816,0.999488,0.999512
0.082265,0.999616,0.999647,0.999647,0.999662,0.999487,0.999510
0.082959,0.999633,0.999657,0.999657,0.999642,0.999485,0.999508
0.083686,0.999568,0.999541,0.999541,0.999546,0.999484,0.999505
0.084417,0.999699,0.999492,0.999492,0.999529,0.999482,0.999503
0.085080,0.999646,0.999763,0.999763,0.999806,0.999481,0.999502
0.085752,0.999512,0.999585,0.999585,0.999674,0.999479,0.999500
0.086468,0.999553,0.999564,0.999564,0.999538,0.999478,0.999498
0.087194,0.999542,0.999683,0.999683,0.999679,0.999476,0.999496
0.087883,0.999621,0.999635,0.999635,0.999665,0.999474,0.999494
0.088630,0.999666,0.999698,0.999698,0.999720,0.999473,0.999493
0.089281,0.999579,0.999637,0.999637,0.999633,0.999471,0.999491
0.089984,0.999622,0.999428,0.999428,0.999444,0.999469,0.999489
0.090726,0.999589,0.999565,0.999565,0.999576,0.999468,0.999487
0.091375,0.999690,0.999715,0.999715,0.999739,0.999466,0.999486
0.092073,0.999590,0.999647,0.999647,0.999677,0.999465,0.999484
0.092733,0.999496,0.999662,0.999662,0.999676,0.999463,0.999482
0.093469,0.999536,0.999489,0.999489,0.999502,0.999462,0.999480
0.094210,0.999531,0.999507,0.999507,0.999543,0.999460,0.999478
0.094867,0.999642,0.999752,0.999752,0.999793,0.999459,0.999476
0.095538,0.999611,0.999604,0.999604,0.999679,0.999457,0.999474
0.096240,0.999579,0.999606,0.999606,0.999543,0.999456,0.999472
0.096992,0.999598,0.999586,0.999586,0.999588,0.999454,0.999470
0.097720,0.999612,0.999515,0.999515,0.999542,0.999453,0.999468
0.098435,0.999623,0.999626,0.999626,0.999656,0.999452,0.999466
0.099079,0.999519,0.999651,0.999651,0.999690,0.999450,0.999464
0.099765,0.999441,0.999442,0.999442,0.999475,0.999449,0.999462
0.100512,0.999583,0.999554,0.999554,0.999557,0.999448,0.999460
0.101238,0.999555,0.999698,0.999698,0.999745,0.999446,0.999458
0.101922,0.999610,0.999607,0.999607,0.999647,0.999445,0.999456
0.102610,0.999605,0.999662,0.999662,0.999636,0.999443,0.999454
0.103295,0.999490,0.999515,0.999515,0.999505,0.999442,0.999452
0.104040,0.999627,0.999405,0.999405,0.999423,0.999440,0.999450
0.104728,0.999618,0.999659,0.999659,0.999694,0.999439,0.999448
0.105362,0.999547,0.999639,0.999639,0.999711,0.999438,0.999446
0.106112,0.999480,0.999531,0.999531,0.999543,0.999436,0.999444
0.106807,0.999473,0.999588,0.999588,0.999574,0.999434,0.999442
0.107537,0.999549,0.999573,0.999573,0.999573,0.999433,0.999440
0.108264,0.999590,0.999585,0.999585,0.999647,0.999431,0.999439
0.108938,0.999600,0.999688,0.999688,0.999680,0.999429,0.999437
0.109677,0.999504,0.999507,0.999507,0.999489,0.999428,0.999435
0.110394,0.999584,0.999380,0.999380,0.999401,0.999426,0.999433
0.111084,0.999589,0.999605,0.999605,0.999622,0.999424,0.999432
0.111750,0.999602,0.999631,0.999631,0.999685,0.999423,0.999430
0.112448,0.999462,0.999634,0.999634,0.999621,0.999421,0.999428
0.113124,0.999462,0.999528,0.999528,0.999539,0.999420,0.999427
0.113868,0.999532,0.999433,0.999433,0.999451,0.999418,0.999425
0.114611,0.999534,0.999564,0.999564,0.999600,0.999417,0.999423
0.115232,0.999595,0.999674,0.999674,0.999709,0.999415,0.999421
0.115939,0.999513,0.999493,0.999493,0.999526,0.999414,0.999419
0.116664,0.999502,0.999506,0.999506,0.999458,0.999412,0.999417
0.117384,0.999614,0.999570,0.999570,0.999580,0.999411,0.999415
0.118082,0.999579,0.999509,0.999509,0.999557,0.999410,0.999413
0.118770,0.999494,0.999639,0.999639,0.999640,0.999408,0.999411
0.119511,0.999447,0.999524,0.999524,0.999559,0.999407,0.999409
0.120241,0.999452,0.999371,0.999371,0.999374,0.999405,0.999407
0.120939,0.999497,0.999519,0.999519,0.999558,0.999404,0.999405
0.121663,0.999584,0.999677,0.999677,0.999714,0.999403,0.999403
0.122333,0.999514,0.999519,0.999519,0.999564,0.999401,0.999401
0.123026,0.999552,0.999581,0.999581,0.999526,0.999400,0.999399
0.123730,0.999492,0.999467,0.999467,0.999458,0.999398,0.999397
0.124461,0.999582,0.999389,0.999389,0.999435,0.999397,0.999395
0.125134,0.999558,0.999638,0.999638,0.999647,0.999395,0.999393
0.125839,0.999403,0.999528,0.999528,0.999554,0.999394,0.999391
0.126531,0.999442,0.999410,0.999410,0.999440,0.999392,0.999390
0.127269,0.999478,0.999547,0.999547,0.999530,0.999391,0.999388
0.127955,0.999511,0.999627,0.999627,0.999642,0.999389,0.999386
0.128670,0.999544,0.999548,0.999548,0.999576,0.999387,0.999384
0.129410,0.999530,0.999565,0.999565,0.999547,0.999386,0.999383
0.130085,0.999429,0.999414,0.999414,0.999403,0.999384,0.999381
0.130813,0.999571,0.999353,0.999353,0.999371,0.999382,0.999379
0.131481,0.999558,0.999620,0.999620,0.999637,0.999381,0.999378
0.132142,0.999480,0.999552,0.999552,0.999628,0.999379,0.999376
0.132856,0.999383,0.999540,0.999540,0.999497,0.999378,0.999374
0.133558,0.999442,0.999476,0.999476,0.999483,0.999376,0.999373
0.134285,0.999504,0.999446,0.999446,0.999477,0.999374,0.999371
0.134963,0.999526,0.999585,0.999585,0.999598,0.999373,0.999369
0.135613,0.999521,0.999549,0.999549,0.999584,0.999372,0.999367
0.136332,0.999454,0.999390,0.999390,0.999390,0.999370,0.999365
0.137069,0.999470,0.999463,0.999463,0.999437,0.999369,0.999363
0.137776,0.999563,0.999555,0.999555,0.999560,0.999367,0.999361
0.138463,0.999522,0.999480,0.999480,0.999527,0.999366,0.999359
0.139139,0.999406,0.999579,0.999579,0.999588,0.999364,0.999357
0.139858,0.999371,0.999359,0.999359,0.999371,0.999363,0.999356
0.140603,0.999413,0.999381,0.999381,0.999398,0.999362,0.999354
0.141322,0.999503,0.999589,0.999589,0.999613,0.999360,0.999352
0.141962,0.999518,0.999550,0.999550,0.999612,0.999359,0.999350
0.142660,0.999450,0.999486,0.999486,0.999446,0.999357,0.999348
0.143358,0.999465,0.999499,0.999499,0.999474,0.999356,0.999346
0.144085,0.999476,0.999356,0.999356,0.999365,0.999354,0.999344
0.144820,0.999535,0.999457,0.999457,0.999489,0.999353,0.999342
0.145460,0.999444,0.999563,0.999563,0.999601,0.999351,0.999341
0.146140,0.999371,0.999395,0.999395,0.999439,0.999350,0.999339
0.146866,0.999392,0.999475,0.999475,0.999434,0.999348,0.999337
0.147560,0.999430,0.999505,0.999505,0.999505,0.999346,0.999336
0.148280,0.999498,0.999483,0.999483,0.999542,0.999345,0.999334
0.149011,0.999511,0.999572,0.999572,0.999555,0.999343,0.999332
0.149677,0.999396,0.999402,0.999402,0.999377,0.999341,0.999331
0.150398,0.999481,0.999285,0.999285,0.999290,0.999340,0.999329
0.151114,0.999482,0.999498,0.999498,0.999504,0.999338,0.999327
0.151764,0.999495,0.999561,0.999561,0.999615,0.999336,0.999326
0.152460,0.999378,0.999506,0.999506,0.999491,0.999335,0.999324
0.153132,0.999330,0.999448,0.999448,0.999450,0.999333,0.999323
0.153886,0.999465,0.999363,0.999363,0.999361,0.999332,0.999321
0.154611,0.999416,0.999429,0.999429,0.999465,0.999330,0.999319
0.155232,0.999502,0.999574,0.999574,0.999613,0.999329,0.999318
0.155918,0.999410,0.999410,0.999410,0.999418,0.999327,0.999316
0.156641,0.999429,0.999432,0.999432,0.999385,0.999326,0.999314
0.157359,0.999493,0.999443,0.999443,0.999435,0.999324,0.999312
0.158066,0.999477,0.999359,0.999359,0.999397,0.999323,0.999310
0.158762,0.999433,0.999548,0.999548,0.999551,0.999321,0.999308
0.159459,0.999305,0.999385,0.999385,0.999402,0.999320,0.999307
0.160158,0.999369,0.999259,0.999259,0.999284,0.999318,0.999305
0.160881,0.999413,0.999458,0.999458,0.999461,0.999317,0.999303
0.161563,0.999457,0.999549,0.999549,0.999570,0.999315,0.999301
0.162273,0.999423,0.999439,0.999439,0.999456,0.999314,0.999299
0.162959,0.999444,0.999466,0.999466,0.999430,0.999313,0.999297
0.163686,0.999367,0.999323,0.999323,0.999313,0.999311,0.999296
0.164439,0.999482,0.999258,0.999258,0.999286,0.999309,0.999294
0.165135,0.999455,0.999561,0.999561,0.999582,0.999308,0.999292
0.165767,0.999309,0.999400,0.999400,0.999459,0.999306,0.999291
0.166504,0.999354,0.999347,0.999347,0.999336,0.999304,0.999289
0.167197,0.999343,0.999466,0.999466,0.999443,0.999303,0.999287
0.167938,0.999414,0.999475,0.999475,0.999485,0.999301,0.999286
0.168656,0.999450,0.999434,0.999434,0.999465,0.999299,0.999284
0.169340,0.999413,0.999463,0.999463,0.999442,0.999298,0.999283
0.170069,0.999355,0.999352,0.999352,0.999329,0.999296,0.999281
0.170813,0.999490,0.999283,0.999283,0.999289,0.999294,0.999279
0.171530,0.999447,0.999518,0.999518,0.999533,0.999292,0.999278
