0.000000, 0.100000, 0.000000, 0.013082, 0.000000, 0.000658, 0.000000, 0.000081, 0.000000
0.000050, 0.100000, 0.000000, 0.034746, 0.000000, 0.001956, 0.000000, 0.000303, 0.000000
0.000100, 0.100000, 0.000000, 0.048699, 0.000000, 0.003220, 0.000002, 0.000627, 0.000000
0.000150, 0.100000, 0.000000, 0.057173, 0.000000, 0.004450, 0.000004, 0.001026, 0.000000
0.000200, 0.100000, 0.000000, 0.061786, 0.000000, 0.005649, 0.000009, 0.001479, 0.000000
0.000250, 0.100000, 0.000000, 0.063710, 0.000000, 0.006816, 0.000017, 0.001972, 0.000000
0.000300, 0.100000, 0.000000, 0.063790, -0.000000, 0.007953, 0.000028, 0.002493, 0.000000
0.000350, 0.100000, 0.000000, 0.062636, -0.000000, 0.009060, 0.000042, 0.003036, 0.000000
0.000400, 0.100000, 0.000000, 0.060687, -0.000000, 0.010139, 0.000061, 0.003593, 0.000000
0.000450, 0.100000, 0.000000, 0.058256, -0.000000, 0.011191, 0.000084, 0.004162, 0.000000
0.000500, 0.100000, 0.000000, 0.055564, -0.000000, 0.012215, 0.000111, 0.004739, -0.000000
0.000550, 0.100000, 0.000000, 0.052769, -0.000000, 0.013214, 0.000144, 0.005322, -0.000000
0.000600, 0.100000, 0.000000, 0.049980, -0.000000, 0.014188, 0.000183, 0.005909, -0.000000
0.000650, 0.100000, 0.000000, 0.047270, -0.000000, 0.015139, 0.000227, 0.006500, -0.000000
0.000700, 0.100000, 0.000000, 0.044691, -0.000000, 0.016065, 0.000277, 0.007092, -0.000000
0.000750, 0.100000, 0.000000, 0.042274, -0.000000, 0.016970, 0.000333, 0.007687, -0.000000
0.000800, 0.100000, 0.000000, 0.040037, -0.000000, 0.017853, 0.000396, 0.008282, -0.000000
0.000850, 0.100000, 0.000000, 0.037991, -0.000000, 0.018716, 0.000465, 0.008879, -0.000000
0.000900, 0.100000, 0.000000, 0.036140, -0.000000, 0.019559, 0.000542, 0.009476, -0.000000
0.000950, 0.100000, 0.000000, 0.034482, -0.000000, 0.020383, 0.000625, 0.010073, -0.000000
0.001000, 0.100000, 0.000000, 0.033013, -0.000000, 0.021189, 0.000715, 0.010671, -0.000000
0.001050, 0.100000, 0.000000, 0.031728, -0.000000, 0.021977, 0.000812, 0.011269, -0.000000
0.001100, 0.100000, 0.000000, 0.030618, -0.000000, 0.022749, 0.000916, 0.011868, -0.000000
0.001150, 0.100000, 0.000000, 0.029676, -0.000000, 0.023505, 0.001027, 0.012466, -0.000000
